"scientific_name","common_english","common_indonesian","common_malay","description","image_url","source_url_1","source_url_2","data_source"
"Geopelia striata","Zebra Dove","Burung Merbok Balam","Burung Merbok Aman","A small grayish-brown dove with dark bars on the breast and back, and bare blue skin around the eye. Its call is a rapid series of short, high-pitched 'coos.' Native to Southeast Asia but widely introduced to islands such as Hawaii and Mauritius. Abundant in urban and suburban areas, and considered a common species.","https://upload.wikimedia.org/wikipedia/commons/3/36/Zebra_Dove_-_Geopelia_striata_%28Perkutut%29.JPG","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=91C3A5E9262EB61E","https://ebird.org/species/zebdov","birdApp classification_dict"
"Gerygone sulphurea","Golden-bellied Gerygone","Burung remetuk","Burung Cekup Perepat","A tiny bird with brownish upperparts and bright lemon-yellow underparts. Distinguished from sunbirds by its short, straight bill. Found in parks, forests, and plantations, often moving in mixed flocks through the canopy. Generally regarded as a common species.","https://upload.wikimedia.org/wikipedia/commons/b/b8/Gerygone_sulphurea_flaveola%281%29.JPG","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=FE1D140578F3490B","https://ebird.org/species/gobger1","birdApp classification_dict"
"Gypsophila brevicaudata","Streaked Wren-Babbler","","Burung Rimba Hujan Gunung","A shy brown bird that creeps through leaf litter with a mouse-like movement. It has a gray face, rusty-tinged wings, and a scaly-headed look from dark-edged pale feathers. Found in mid- to high-altitude forests across its range. Generally considered a common but secretive species.","https://upload.wikimedia.org/wikipedia/commons/7/79/Napothera_brevicaudata1.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=472A5B9839C71AB0","https://ebird.org/species/stwbab1","birdApp classification_dict"
"Gypsophila crassa","Mountain Wren-Babbler","Berencet Gunung","","A small, chunky brown bird with pale eyebrows, heavy streaking, and a contrasting pale throat. It lives in dense montane forest ravines and streams, often hard to spot but sometimes inquisitive. Its song is a series of high, clear piping whistles. Generally regarded as a common species at higher elevations.","https://upload.wikimedia.org/wikipedia/commons/9/96/Mountain_Wren-babbler_0A2A2125_%28cropped%29.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=15B3568A73306233","https://ebird.org/species/mowbab1","birdApp classification_dict"
"Habroptila wallacii","Invisible Rail","Mandar Gendang","","A large, flightless rail 33-40 cm long, with dark slate-grey plumage, brown back and wings, and bright red bare skin around the eyes, bill, and legs. Endemic to Halmahera Island in North Maluku, Indonesia, it inhabits dense sago swamps adjacent to forest and is rarely seen due to its shy nature and impenetrable habitat. Its presence is usually detected by a distinctive low drumming call accompanied by wing-beating rather than by sight. The population is estimated at 3,500-15,000 individuals.","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/HabroptilaWallaciiWolf.jpg/250px-HabroptilaWallaciiWolf.jpg","https://avibase.bsc-eoc.org/species.jsp?avibaseid=2BE28F60","https://birdsoftheworld.org/bow/species/invrai1/cur/introduction","manual research"
"Haematortyx sanguiniceps","Crimson-headed Partridge","Puyuh Kepala-merah","Siul Kepala Merah","A striking partridge with males showing blackish bodies and bright crimson heads, necks, and breasts. Females are duller with brownish-black plumage and orangish-red on the head and chest, while juveniles have crimson only on the crown. Endemic to Borneo, it inhabits lower montane forests between 1,000–1,700 m, occasionally ranging lower or higher. Considered a generally uncommon species but not globally threatened.","https://upload.wikimedia.org/wikipedia/commons/a/a6/0A2A4859_Crimson-headed_partridge.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=53F470C05F9E1760","","birdApp classification_dict"
"Halcyon coromanda","Ruddy Kingfisher","Burung Cekakak Merah","Burung Pekaka Belacan","A dark rusty-orange kingfisher with a thick red bill and a bright azure rump, most visible in flight. It inhabits shaded waterways in dense forests and is shy, rarely seen in the open. On breeding grounds it gives a loud descending rattle, while wintering birds remain silent. Generally regarded as an uncommon species.","https://upload.wikimedia.org/wikipedia/commons/c/c0/Ruddy_Kingfisher.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=6647508A29D171C3","https://ebird.org/species/rudkin1","birdApp classification_dict"
"Harpactes diardii","Diard's Trogon","Burung Luntur Diard","Burung Kesumba Bukit","A chunky, slow-moving bird of lowland and foothill tropical forests. Males have a black head with crimson underparts and a pinkish nape patch, while females are brown-headed with a bold white collar above the red breast. Often seen perched quietly at mid-levels, usually in pairs. Considered a common species.","https://upload.wikimedia.org/wikipedia/commons/a/a0/Halsbandtrogon_.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=ECF71AC70D7481AE","https://ebird.org/species/diatro1","birdApp classification_dict"
"Harpactes duvaucelii","Scarlet-rumped Trogon","Burung Luntur Putri","Burung Kesumba Puteri","A trogon with males showing brilliant scarlet rumps and underparts, while females have orangish rumps, yellow breasts, and pinkish-red bellies. Both sexes share dark heads, barred wings, and a blue gape patch, with the female’s head paler. It inhabits evergreen lowland to montane forests, swamps, and foothills across Southeast Asia. Currently considered a near-threatened species due to habitat loss.","https://upload.wikimedia.org/wikipedia/commons/4/4d/Scarlet-rumped_Trogon_%28Harpactes_duvaucelii%29_-_Flickr_-_Lip_Kee_%282%29.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=80DFB0BEFE47A7D2","https://ebird.org/species/scrtro1","birdApp classification_dict"
"Harpactes kasumba","Red-naped Trogon","Burung Luntur Kasumba","Burung Kesumba Batang","A striking trogon of lowland and foothill forests, often sluggish and hard to detect. Males have a black head, red nape, and bright red underparts with barred black-and-white wings, while females are brownish with yellow underparts. Both sexes show bright blue eye-rings and bills. Considered a common species.","https://upload.wikimedia.org/wikipedia/commons/1/10/MalabarTrogonGould.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=D04AAF765C1B75DE","https://ebird.org/species/rentro1","birdApp classification_dict"
"Harpactes oreskios","Orange-breasted Trogon","Luntur harimau","Kesumba Harimau","A medium-sized (25-31 cm), sedentary trogon of the lower canopy in lowland and montane forest from southern China through Southeast Asia to Borneo, Sumatra, and Java. Males have an olive-yellow head, cinnamon-brown/rufous-chestnut upperparts, and a yellow-orange breast and belly; females are duller with grey-brown heads and upperparts. Both sexes have blue eye-rings and hunt insects using a sally-and-stall technique from a perch.","https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Harpactes_oreskios_-_Kaeng_Krachan.jpg/250px-Harpactes_oreskios_-_Kaeng_Krachan.jpg","https://avibase.bsc-eoc.org/species.jsp?avibaseid=F663214EC2B901F8","https://ebird.org/species/orbtro2","manual research"
"Hemiprocne longipennis","Crested Treeswift","","","A medium-sized bird with long tail streamers and a dark greenish-blue crest. Males have rufous faces, while females show a dark mask; both share pale gray upperparts and underparts with a whitish belly. It favors lightly wooded habitats and avoids open plains or dense wet forests. Generally considered a common species.","https://upload.wikimedia.org/wikipedia/commons/b/b6/Hemiprocne_longipennis_-_Manado.JPG","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=509C8FD492EBA33C","https://ebird.org/species/cretre1","birdApp classification_dict"
"Hierococcyx bocki","Dark Hawk-cuckoo","Kangkok besar","","A large long-tailed cuckoo with a raptor-like look, dark gray back, rufous chest, and barred white belly; juveniles are browner with streaked throats. Often perches high in tall trees and is best detected by its piercing 'wit-CHEW-WEE' call. Inhabits montane and foothill forests. Considered a common species.","https://upload.wikimedia.org/wikipedia/commons/e/e8/Hierococcyx_bocki.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=985D5E9EB3E867C1","https://ebird.org/species/larhac1","birdApp classification_dict"
"Hierococcyx fugax","Malaysian Hawk-Cuckoo","Burung Kangkok Melayu","Burung Sewah Hantu","A large hawk-like cuckoo with gray upperparts, streaked white underparts, and a long barred tail; juveniles are darker brown. It forages high in dense forest canopies and is often difficult to see. Similar to the Large Hawk-Cuckoo and Hodgson’s Hawk-Cuckoo but differs in plumage details. Currently regarded as a common species.","https://upload.wikimedia.org/wikipedia/commons/8/81/Hierococcyx_fugax_at_Bukit_Timah%2C_Singapore.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=FBCC3C2F5723A240","https://ebird.org/species/malhac1","birdApp classification_dict"
"Horornis vulcanius","Sunda Bush Warbler","Ceret Gunung","","The Sunda bush warbler is a species of bird in the family Cettiidae. It is found in Indonesia, Malaysia, and the Philippines.","https://upload.wikimedia.org/wikipedia/commons/8/8a/Sunda_Bush_Warbler.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=8C91ADCBD3FA353B","","birdApp classification_dict"
"Hydrornis baudii","Blue-headed Pitta","Paok kepala biru","Pacat Kepala Merah","A small, gem-like pitta of Borneo’s lowland dipterocarp forests, found in both pristine and logged areas. Males show an electric-blue crown, dark blue underparts, white throat, and cinnamon-brown back, while females have a cinnamon head with paler brown underparts. Both sexes have dark wings with a white streak. Considered a near-threatened species due to habitat loss.","https://upload.wikimedia.org/wikipedia/commons/3/3c/Hydrornis_baudii_79616020_%28cropped%29.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=3211B67B159B16D6","https://ebird.org/species/blhpit1","birdApp classification_dict"
"Hydrornis irena","Malayan Banded Pitta","","","A colorful pitta with bold black, yellow, and chestnut barring, and a distinctive blue tail. It inhabits forests of Thailand, the Malay Peninsula, and Sumatra. Previously grouped with the Bornean and Javan banded pittas as a single species but now recognized as distinct. Currently considered a near-threatened species due to habitat loss.","https://upload.wikimedia.org/wikipedia/commons/e/e1/Hydrornis_irena_-_Sri_Phang_Nga.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=6B071C0337EACFC9","","birdApp classification_dict"
"Hydrornis schwaneri","Bornean Banded Pitta","","","A striking pitta with a bright yellow eyebrow, black mask, and barred underparts; males have an indigo belly patch and yellow throat, while females are duller with a whitish throat. Found in hill and lowland dipterocarp forests, often favoring dry ridges and limestone areas. Its song is a mellow, explosive 'byow!' given at intervals. Considered uncommon to locally common.","https://upload.wikimedia.org/wikipedia/commons/2/21/Bornean_Banded_Pitta_male_0A2A1506.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=90ED68D36600A46F","https://ebird.org/species/banpit4","birdApp classification_dict"
"Hypothymis azurea","Black-naped Monarch","Burung Kehicap Ranting","Burung Kelicap Ranting","A slim, agile flycatcher from southern and southeastern Asia. Males show a black nape patch and half collar, while females are duller with olive-brown wings and no head markings. Found in tropical forests, often in pairs and sometimes joining mixed-species flocks. Considered a common species, though plumage and size vary slightly across populations.","https://upload.wikimedia.org/wikipedia/commons/0/05/Black-naped_Monarch_8152.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=0AC5BA0A3247344C","","birdApp classification_dict"
"Irena puella","Asian Fairy-bluebird","Kacembang gadung","Murai Gajah Biasa","A medium-sized (24-27 cm) arboreal songbird found from the Western Ghats of India through Southeast Asia to Sumatra, Java, and Borneo. Males are glossy, iridescent dark blue above with black underparts and wings and crimson eyes; females and first-year males are dull blue-green overall. It is social, moving in pairs or small parties through evergreen and humid forest from lowlands to about 1,600 m, feeding mainly on fruit and figs.","https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Asian_fairy_bluebird_male_marayoor.jpg/500px-Asian_fairy_bluebird_male_marayoor.jpg","https://avibase.bsc-eoc.org/species.jsp?avibaseid=BFC86948F8D0041E","https://birdsoftheworld.org/bow/species/asfblu1/cur/introduction","manual research"
"Ixodia erythropthalmos","Burung Merbah Kacamata","Burung Merbah Kecil","Burung Merbah Kecil","A dull brown bulbul, paler below with a thin orange eyering around its red eye. It shows a gray-washed head and breast contrasting with rufous-brown wings and rump, separating it from Cream-vented and Red-eyed Bulbuls. Found in lowland and foothill forests, usually in more mature growth. Generally considered a common species.","https://upload.wikimedia.org/wikipedia/commons/c/c6/Spectacled_Bulbul_%28Pycnonotus_erythropthalmos%29.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=01D478BD382C0EFB","https://dibird.com/species/spectacled-bulbul/","birdApp classification_dict"
"Ixos malaccensis","Streaked Bulbul","Brinji Bergaris","Burung Merbah Dada Berjalur","A large olive-brown bulbul with a long chisel-like bill, pale gray underparts, and white streaking on the throat and breast. Similar to Buff-vented Bulbul but lacks the yellow vent and shows clear streaking. Found in lowland and foothill forests, foraging in middle and upper levels, often with mixed flocks. Generally considered a common species.","https://upload.wikimedia.org/wikipedia/id/9/99/Brinji-bergaris_Ixos-malaccensis.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=0457ECD33853D149","https://ebird.org/species/strbul1","birdApp classification_dict"
"Kenopia striata","Striped Wren-Babbler","Berencet Loreng","Burung Rimba Hujan Berjalur","A brown-and-white terrestrial babbler that moves like a rodent through leaf litter. It has a speckled black crown, white face and underparts, and a rusty-orange forehead. Found in wetter lowland to submontane forests. Generally considered a common species.","https://upload.wikimedia.org/wikipedia/commons/7/78/Striped_Wren-babbler_0A2A1597.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=52B32004E7E8A347","https://ebird.org/species/stwbab3","birdApp classification_dict"
"Kurochkinegramma hypogrammicum","Purple-naped Sunbird","Burung madu kuduk ungu","Burung Kelicap Rimba","A small sunbird with a distinctive purple nape, the sole member of its genus. Found from Myanmar to Sumatra and Borneo. Inhabits subtropical and tropical moist lowland forests. Generally considered a common species.","https://upload.wikimedia.org/wikipedia/commons/1/18/Purple-naped_Sunbird_%2815003714446%29.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=7700E7E6440747AC","","birdApp classification_dict"
"Lacedo pulchella","Banded Kingfisher","Burung Cekakak Batu","Burung Kaing-Kaing Bukit","A striking tree kingfisher and the sole member of its genus. Males have a bright blue crown with black-and-blue banding, while females show rufous-and-black banding on the head and upperparts. Found in lowland tropical forests of Southeast Asia. Generally considered a common species.","https://upload.wikimedia.org/wikipedia/commons/d/de/Banded_Kingfisher_%28Male%29.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=303D53564070450E","","birdApp classification_dict"
"Leptocoma aspasia","Black Sunbird","Burung madu hitam","","A small sunbird with a long downcurved bill and marked sexual dimorphism. Males are mostly blackish with iridescent crown, rump, and tail, plus a reddish-purple to bluish throat depending on region. Females are plainer, with grayish head, olive upperparts, and yellowish underparts; juveniles resemble females but with yellower throats. Found in forest edges, woodlands, gardens, and scrub. Generally considered a common species.","https://upload.wikimedia.org/wikipedia/commons/f/f2/Black_Sunbird_from_Gardenia%2C_Tomohon%2C_crop.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=16EBA05A30238990","https://ebird.org/species/blksun1","birdApp classification_dict"
"Lichmera squamata","White-tufted Honeyeater","Burung madu","","A small olive-brown songbird, sparrow-sized with a downcurved bill, chest speckling, and a small white cheek patch; juveniles instead show bare pink cheek skin. It lives in noisy groups across forests, mangroves, scrub, and cultivated areas of the eastern Lesser Sundas and Tanimbar Islands. Distinguished from the Indonesian Honeyeater by its breast speckling and facial mark. Generally considered a common species.","https://upload.wikimedia.org/wikipedia/commons/0/0d/Stigmatops_squamata_-_The_Birds_of_New_Guinea_%28cropped%29.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=B5BB0FC390A2BC85","https://ebird.org/species/whthon2","birdApp classification_dict"
"Locustella castanea","Sulawesi Bush Warbler","Ceret coklat","","A sparrow-sized dark warbler with chestnut-brown upperparts, whitish eyebrow, white throat, and dull gray underparts, often with a scruffy tail. Once grouped with the Buru and Seram Bush Warblers but now recognized as distinct. It lives secretively near the ground in montane and foothill forests. Generally considered a common species.","https://upload.wikimedia.org/wikipedia/commons/c/c8/Bradypterus_castaneus.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=3ED5F3FE1E19B2DB","https://ebird.org/species/cbbwar2","birdApp classification_dict"
"Locustella montis","Javan Bush Warbler","Ceret Jawa","","A small, secretive brown warbler with pale underparts and faint streaking on the throat and chest. Endemic to Java, Bali, Timor, and Alor, it inhabits dense grasses and bushes at montane forest edges. More often heard than seen, with a song of buzzy notes. Generally considered a common species.","https://upload.wikimedia.org/wikipedia/commons/b/b8/Javan_Bush-Warbler_-_Ijen_-_East_Java_MG_7413_%2829696606532%29.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=C537F2F251A51A47","https://ebird.org/species/jabwar1","birdApp classification_dict"
"Lycocorax pyrrhopterus","Halmahera Paradise-crow","Cendrawasih gagak","","A large crow-like bird-of-paradise, mostly blackish with paler brown wings; juveniles appear browner overall. It has a thin neck, small head, and prominent brow ridges, distinguishing it from crows. Endemic to Halmahera and nearby islands, inhabiting forest canopies, edges, and plantations in lowlands and hills. Generally considered a common species.","https://upload.wikimedia.org/wikipedia/commons/1/18/Lycocorax_pyrrhopterus_-_Monograph_of_the_Paradiseidae.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=EED2D4AEEF74AD13","https://ebird.org/species/paradi2","birdApp classification_dict"
"Macronus ptilosus","Fluffy-backed Tit-Babbler","Burung Ciung-air Pongpong","Burung Pong-pong","A handsome babbler with a chestnut crown, black throat, and bright blue facial skin patches. It forages in dense lower vegetation of lowland and hill forests. Its vocalizations include quiet hooting notes, along with churrs, rattles, and croaks. Generally considered a common species.","https://upload.wikimedia.org/wikipedia/commons/c/c0/Macronus_ptilosus_ptilosus_imported_from_iNaturalist_photo_227036135_on_27_September_2024.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=462272BA8EF52202","https://ebird.org/species/fbtbab1","birdApp classification_dict"
"Macropygia doreya","Sultan's Cuckoo Dove","","","A large long-tailed brown dove with pale head and underparts, and darker rufous-brown upperparts. Males often show a pale nape patch with little barring, while females have heavy neck barring. Found from coastal forests to mountains, in pairs or small groups. Generally considered a common species.","https://upload.wikimedia.org/wikipedia/commons/0/0e/Macropygia_amboinensis_-_Mount_Mahawu_%282%29.JPG","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=A8BFA3EA1CDD77E6","https://ebird.org/species/sulcud1","birdApp classification_dict"
"Macropygia ruficeps","Little Cuckoo Dove","Burung Uncal Kouran","Burung Tekukur Api","A small brown dove with an unusually long, broad tail. Both sexes have dark brown upperparts and orange-brown underparts, with females showing black chest spots absent in males. Prefers dense undergrowth of broadleaf evergreen forests and is often elusive. Generally considered a common species.","https://upload.wikimedia.org/wikipedia/commons/1/11/Burung_Uncal_Kouran.png","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=890C54C34F1F346F","https://ebird.org/species/licdov1","birdApp classification_dict"
"Malacocincla abbotti","Abbott's Babbler","Burung Pelanduk Asia","Burung Rimba Riang","A plain sandy-brown babbler with orange-tan sides, a grayish face, and a heavy hooked bill. It inhabits degraded and secondary forests, foraging slowly near the ground, usually alone or in pairs. Its calls include churrs and whistles, with a song of 3–4 melodic notes. Generally considered a common species.","https://upload.wikimedia.org/wikipedia/commons/8/8f/Malacocincla-abbotti-abbotts-babbler-khao-yai-national-park.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=B0AD6BC83D81E22D","https://ebird.org/species/abbbab1","birdApp classification_dict"
"Malacocincla sepiaria","Horsfield's Babbler","Burung Pelanduk Semak","Burung Rimba Hutan","A small plain babbler with a short tail, brown body, gray head, and pale underparts. It shows a dark gray crown, faint breast streaks, and buffy flanks, distinguishing it from Abbott’s Babbler. Found in lowland and foothill forests, with a song of sharp chips followed by whistles. Generally considered a common species.","https://upload.wikimedia.org/wikipedia/commons/a/a3/Horsfield%27s_Babbler_0A2A2603.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=0C21DA3C8761EB13","https://ebird.org/species/horbab2","birdApp classification_dict"
"Malacopteron affine","Sooty-capped Babbler","Asi Topi-jelaga","Burung Rimba Tinjau Belukar","A medium-sized plain babbler with a gray face, dark gray crown, faint brown chest wash, and a dark rufous tail, giving it a bulbul-like outline. It inhabits open forests, edges, clearings, and riparian brush in lowlands and foothills. Similar to Moustached and Scaly-crowned babblers but lacks their distinctive markings. Generally considered a common species.","https://upload.wikimedia.org/wikipedia/commons/a/a1/Sooty-capped_Babbler_%2814182481112%29.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=B7AA8B6EB51E1653","https://ebird.org/species/socbab1","birdApp classification_dict"
"Malacopteron cinereum","Lesser Red-headed Babbler","Asi Topi-sisik","Burung Rimba Tua Kecil","A small, dull brown babbler with pale underparts and a faint orangish scaled crown, distinguishing it from the darker-crowned Sooty-capped Babbler. Northern populations show a chestnut front crown and dark rear crown. It inhabits lowland and foothill forests, often in wetter areas, foraging in noisy flocks. Generally considered a common species.","https://upload.wikimedia.org/wikipedia/commons/2/28/Scaly-crowned_Babbler_-_Krung_Ching_-_Thailand_S4E3640_%2814258803935%29_%282%29.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=9AB7E1FF6DBCA18B","https://ebird.org/species/sccbab1","birdApp classification_dict"
"Malacopteron magnirostre","Brown-headed Babbler","Burung Asi Kumis","Burung Rimba Bermisai","A dull gray-brown babbler with a white belly and a faint moustache, often hard to see. Very similar to the Sooty-capped Babbler but distinguished by its paler crown and faint facial markings. Found in lowland and hill forests, foraging in small flocks at middle and lower levels. Generally considered a common species","https://upload.wikimedia.org/wikipedia/commons/d/d5/MELODIOUS_BABBLER.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=7DB7D6CE850F86B5","https://ebird.org/species/moubab1","birdApp classification_dict"
"Malacopteron magnum","Chestnut-tailed moupinia","Asi Besar","Burung Rimba Tua Besar","A brown babbler with a pale belly, reddish eyes, and a bicolored crown—rusty red in front and black at the back. It shows a rufous forecrown and faint gray streaking on the breast, larger than the similar Scaly-crowned Babbler. Found in lowland forests of mainland Southeast Asia and mid-elevation areas of Sumatra and Borneo, often in mixed flocks. Currently considered a near-threatened species due to habitat loss.","https://upload.wikimedia.org/wikipedia/commons/d/d1/Rufous-crowned_Babbler.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=A23AFA061FEEF930","https://ebird.org/species/rucbab2","birdApp classification_dict"
"Malia grata","Celebes Babbler","Malia Sulawesi","","A medium-sized, bulbul-like songbird with olive-green upperparts, yellowish head and chest, and a pinkish-brown bill. Central and southeast Sulawesi birds show rufous wings and tail, while others are olive. Endemic to Sulawesi, it lives in montane forests, often noisy in pairs or groups that lead mixed-species flocks. Generally considered a common species.","https://upload.wikimedia.org/wikipedia/commons/2/28/Malia_grata.JPG","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=974B0A6303941B01","https://ebird.org/species/malia1","birdApp classification_dict"
"Megapodius freycinet","Dusky Megapode","Gosong Kelam","","A medium-sized blackish bird (~41 cm) with a short crest, bare red face, and dark legs; males and females look alike. Found in forests, swamps, and mangroves of the Maluku and Raja Ampat Islands. It lays eggs in large mounds of earth, leaves, and sand, sometimes over 10 m wide. Generally considered a common species.","https://upload.wikimedia.org/wikipedia/commons/b/b0/Megapodius_freycinet_1838.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=CFD73D94EAE85C49","https://ebird.org/species/dusscr1","birdApp classification_dict"
"Meiglyptes tristis","White-rumped Woodpecker","Caladi batu","","A small (~17 cm), rare woodpecker endemic to Java, Indonesia. Males show close black-and-white barring/striping with a whitish lower back/rump; females lack reddish facial markings, and juveniles are darker overall. It forages quietly through tree canopies and small branches in primary and secondary forest and forest edge, often joining mixed-species flocks. Also called Zebra Woodpecker; note this species was formerly lumped with the more widespread, non-endemic Buff-rumped Woodpecker (Meiglyptes grammithorax), which is now treated as a separate species.","https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/White-rumped_Woodpecker_0A2A0957.jpg/250px-White-rumped_Woodpecker_0A2A0957.jpg","https://avibase.bsc-eoc.org/species.jsp?avibaseid=C24A0885E73CDABE","https://datazone.birdlife.org/species/factsheet/white-rumped-woodpecker-meiglyptes-tristis","manual research"
"Meiglyptes tukki","Buff-necked Woodpecker","Burung Caladi Badok","Burung Belatuk Tuki-tuki","A medium-sized woodpecker with a buff-colored neck, found in Brunei, Indonesia, Malaysia, Myanmar, Singapore, and Thailand. It inhabits subtropical and tropical moist lowland forests as well as swamps. The species is currently threatened by habitat loss. Status: Langka.","https://upload.wikimedia.org/wikipedia/commons/e/ee/Buff-rumped_Woodpecker_%2814100212853%29.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=A858DD8286CFAE66","https://ebird.org/species/bunwoo1","birdApp classification_dict"
"Melanocichla lugubris","Black Laughing Thrush","Burung Poksai Hitam","Burung Rimba Hitam","A dark laughingthrush with a bright orange-red bill and a patch of bare bluish-gray skin behind the eye. Found in foothill and submontane forests of the Thai-Malay Peninsula and Sumatra, often in pairs or small flocks. Its call is a series of loud, high-pitched bubbling clucks. Currently considered a common species.","https://upload.wikimedia.org/wikipedia/commons/9/97/Black_Laughingthrush_Melanocichla_lugubris%2C_Malaysia_002k.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=4B1B25506CB554A9","https://ebird.org/species/blalau1","birdApp classification_dict"
"Micropternus brachyurus","Rufous Woodpecker","Pelatuk Kijang","Belatok Kecil","A medium-sized brown woodpecker with a short bill, native to South and Southeast Asia. It forages in pairs, feeding mainly on ants and termites in scrub, evergreen, and deciduous forests. Uniquely nests inside the carton nests of arboreal ants (Crematogaster).","https://upload.wikimedia.org/wikipedia/commons/8/83/Rufous_woodpecker.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=663A7CCAD60FF80C","https://ebird.org/species/rufwoo2","birdApp classification_dict"
"Mixornis bornensis","Bold-striped Tit-Babbler","Ciung-air coreng","","A small, noisy babbler with bright chestnut upperparts, blue-gray face, pale eyes, and streaked white underparts. Usually in groups, it inhabits lowland and hill forests, including secondary growth, scrub, and plantations. Active in the undergrowth, giving loud churring calls and echoey duet songs.","https://upload.wikimedia.org/wikipedia/commons/5/5d/Bold-striped_Tit-babbler%2C_Puncak_Tengger_Tahura_Sultan_Adam%2C_South_Kalimantan%2C_Borneo_1.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=A9C7156024EDD228","https://ebird.org/species/bostib1","birdApp classification_dict"
"Mixornis gularis","Pin-striped Tit-babbler","Burung Ciung-air Coreng","Burung Rimba Berjalur","A small yellowish-brown babbler with striped underparts, rufous forehead, and wings. It forages in the undergrowth and mid-levels of forests, often joining mixed flocks. Vocalizations include harsh chatters and a bouncing monotone song of hollow pings.","https://upload.wikimedia.org/wikipedia/commons/9/9e/Macronus_gularis_chersonesophilus_-_Kaeng_Krachan.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=4E2700ED1003F009","https://ebird.org/species/sttbab1","birdApp classification_dict"
"Mulleripicus pulverulentus","Great Slaty Woodpecker","Burung Pelatuk Kelabu-besar","Belatuk Kelabu","The largest living woodpecker, gray overall with a pinkish cheek blush and pale orange throat patch. Long-necked and gangly, giving it a stretched appearance. Found in pristine forests with tall trees, often in small family flocks","https://upload.wikimedia.org/wikipedia/commons/b/bb/Great_Slaty_Woodpecker_Kaladhungi_Nainital_Uttarakhand_India_07.10.2014.jpg","https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=F6ED89EE8C1A8B84","https://ebird.org/species/grswoo1","birdApp classification_dict"
